ID,ANIO,NUCLEO_FAMILIAR,EDAD,SEXO,ZONA,CONDUCTA_INAPROPIADA,NOTA,TIPO,SEGURO,RETRASOS,NIVEL
1640,2012,1,8,0,6,4,14.657777,0,0,36,1
1651,2012,1,9,0,0,13,13.331066,0,0,38,1
1670,2012,1,8,0,0,1,17.464444,0,0,60,0
1688,2012,1,8,1,0,1,17.665945,0,0,40,1
1695,2012,1,7,0,4,2,16.356666,0,1,102,1
1701,2012,1,16,1,1,8,16.701884,0,0,25,0
1750,2012,1,9,1,0,0,16.042777,0,0,98,1
1764,2012,1,7,0,0,8,13.73942,0,0,32,0
1780,2012,1,7,1,0,8,15.445675,0,0,75,0
1795,2012,0,9,1,5,3,15.371944,0,0,16,1
1856,2012,1,8,0,1,2,14.284782,0,0,29,0
1865,2012,0,7,0,0,11,17.365135,0,1,53,0
1866,2012,2,7,1,0,2,14.965652,0,0,18,0
1954,2012,3,7,1,4,5,14.510985,0,0,18,0
1994,2012,1,6,0,1,6,13.756056,0,0,17,1
2075,2012,1,9,0,0,2,16.742432,2,0,97,1
2087,2012,3,7,0,4,7,14.311159,0,1,36,0
2148,2012,1,6,0,1,5,16.218888,0,0,32,0
2149,2012,3,8,0,12,1,16.908888,0,0,10,0
2222,2012,2,6,1,3,2,14.025507,0,1,13,0
2270,2012,1,9,1,5,3,15.475,0,0,70,1
2501,2012,1,12,1,3,3,16.227464,0,0,30,1
2535,2012,2,6,1,4,3,16.865492,0,1,4,0
2539,2012,1,13,1,2,5,14.492972,0,1,10,0
2545,2012,1,7,1,5,0,17.267297,2,1,82,1
2548,2012,1,6,0,0,1,19.271923,0,0,51,0
2554,2012,2,8,0,0,1,17.015277,2,0,31,1
1543,2012,0,8,0,5,7,16.481666,1,0,44,1
1616,2012,3,10,0,13,1,12.795277,0,0,121,1
1648,2012,2,8,0,0,2,14.413913,0,0,11,0
1683,2012,1,7,1,1,4,14.015797,0,0,12,0
1738,2012,1,7,0,0,16,12.467971,0,0,3,0
1759,2012,1,7,1,0,1,13.076956,0,0,41,0
1852,2012,0,7,0,0,17,12.315652,0,0,7,0
1867,2012,1,7,1,2,0,17.110277,0,1,23,0
2138,2012,0,6,0,3,3,14.282318,0,0,34,0
2141,2012,3,6,1,3,5,17.835,0,1,56,1
2193,2012,3,6,0,4,10,13.497536,0,0,24,0
2213,2012,2,6,1,4,7,13.470289,0,0,6,0
2259,2012,3,7,1,2,1,14.404492,0,1,6,0
2304,2012,3,8,1,0,0,19.377692,2,0,4,1
2341,2012,2,7,1,0,1,18.042777,0,0,31,1
2451,2012,1,7,1,14,1,17.514444,0,0,59,0
2468,2012,1,6,0,0,5,14.645,0,0,54,1
2469,2012,3,6,1,2,16,12.638648,0,0,6,0
2481,2012,1,7,0,15,3,15.680833,0,0,58,0
2482,2012,1,7,1,0,2,18.063888,1,0,16,1
2534,2012,1,5,1,0,2,13.147027,0,0,6,0
2565,2012,1,8,0,1,68,13.0492,0,1,10,1
2597,2012,3,5,1,0,12,12.667567,0,0,11,0
2647,2012,1,5,0,6,5,11.688933,0,0,6,0
2698,2012,1,6,1,0,2,16.813888,0,0,54,0
2731,2012,2,5,1,0,7,12.948783,0,0,8,0
2738,2012,1,5,0,11,3,15.694722,0,0,40,1
2823,2012,2,6,0,1,7,16.51,0,0,30,0
2855,2012,0,6,1,4,1,15.914782,0,1,1,0
2917,2012,0,6,1,2,0,16.783333,0,1,37,1
3011,2012,3,4,0,1,9,12.140869,0,0,18,0
3045,2012,1,4,0,0,8,13.289866,0,1,3,1
3047,2012,1,4,0,0,1,7.797777,0,0,0,1
3058,2012,3,5,0,0,12,12.565866,0,0,0,0
3064,2012,1,4,0,16,0,17.428888,0,1,88,0
3070,2012,1,9,0,0,0,16.779444,2,0,71,0
3072,2012,3,5,1,0,22,12.36826,0,0,17,0
3073,2012,3,5,1,0,10,17.317307,0,0,16,2
3103,2012,1,5,1,4,1,16.471923,0,0,24,1
3144,2012,2,5,1,0,11,12.22971,0,0,3,0
3246,2012,1,4,0,2,0,14.809444,0,1,23,1
3265,2012,1,4,0,0,11,12.9275,0,1,13,0
3275,2012,3,4,1,0,0,16.977042,0,0,8,1
3283,2012,1,4,0,10,2,16.958888,0,0,69,0
3286,2012,1,4,1,4,0,18.702307,2,0,40,1
3296,2012,3,4,0,4,5,14.956376,0,0,23,0
3313,2012,2,4,0,0,3,13.3975,0,0,1,1
1052,2011,0,7,0,4,20,16.517391,0,1,20,0
1126,2011,0,8,1,1,9,12.749275,0,0,18,0
1142,2011,1,11,0,3,16,14.6825,0,1,39,1
1204,2011,0,12,0,4,21,13.674533,0,0,15,0
1232,2011,0,8,1,15,13,14.8175,0,1,10,1
1280,2011,0,12,0,0,15,13.027826,0,0,10,0
1413,2011,1,7,1,0,21,15.495866,0,0,20,0
1458,2011,0,12,0,1,20,13.130579,0,0,19,0
1459,2011,1,8,1,1,4,15.311944,0,0,16,1
1494,2011,0,8,1,1,23,14.648985,0,0,3,0
1502,2011,0,7,1,4,4,16.645277,0,0,31,1
1513,2011,1,7,1,4,9,13.642898,0,0,50,0
1565,2011,2,11,0,3,56,13.632463,0,0,37,0
1588,2011,0,12,0,1,43,13.68913,0,0,15,0
1593,2011,2,8,1,17,23,14.0875,0,0,19,0
1645,2011,1,10,1,4,5,16.875277,0,1,67,1
1657,2011,1,7,0,2,33,13.467916,0,1,54,0
1670,2011,1,6,0,1,7,17.622702,0,0,60,0
1726,2011,1,9,1,0,3,16.422777,0,0,19,1
1737,2011,1,7,1,1,47,15.246666,0,0,11,1
1764,2011,1,6,0,1,32,13.905942,0,0,30,0
1780,2011,1,6,1,1,13,15.40421,0,0,75,0
1782,2011,1,6,1,5,6,16.132222,0,0,76,0
1805,2011,1,10,1,0,3,15.504166,0,0,50,1
1952,2011,1,7,1,3,59,12.076086,0,1,27,0
2005,2011,1,7,0,1,11,16.1725,0,1,4,1
2066,2011,1,6,0,0,9,15.916944,0,0,69,1
2094,2011,3,7,0,1,26,11.855135,1,0,27,1
2095,2011,1,8,0,0,1,18.238461,0,1,63,0
2127,2011,1,6,1,1,10,14.758611,0,0,20,1
2152,2011,3,6,1,1,6,16.770144,0,0,18,0
2157,2011,1,6,0,0,26,14.777733,0,0,18,0
2219,2011,0,5,0,0,31,13.379333,0,0,56,0
2232,2011,0,5,1,1,1,18.365769,0,0,15,2
2253,2011,2,5,0,0,20,13.676231,0,0,9,0
2254,2011,3,5,0,0,4,15.618333,0,0,6,1
2260,2011,3,5,1,1,11,16.756933,0,0,9,0
2298,2011,3,6,1,1,16,13.249736,0,0,6,0
2300,2011,3,6,0,0,10,12.630434,0,0,11,0
2303,2011,3,5,1,3,19,14.764347,0,0,10,0
2450,2011,1,5,1,1,14,14.387567,0,0,41,1
2463,2011,1,5,0,5,7,16.105833,2,0,43,0
2495,2011,1,5,1,6,5,16.039166,0,1,26,1
2501,2011,1,10,1,3,4,16.545277,0,0,30,1
2503,2011,0,11,0,4,53,13.159736,0,0,10,0
2518,2011,1,8,1,2,1,17.615,0,0,69,1
2524,2011,3,5,0,0,5,16.093055,0,0,3,1
2577,2011,3,4,0,1,28,13.791733,0,0,23,0
2611,2011,0,5,0,1,10,15.255394,0,0,39,0
2855,2011,0,5,1,4,26,15.1132,0,1,3,0
2868,2011,0,4,0,2,23,13.31,0,0,36,1
2913,2011,1,11,0,6,35,14.966111,0,0,25,1
2940,2011,2,4,0,0,46,12.9756,0,0,20,0
2964,2011,3,4,1,1,16,16.107297,0,0,5,1
2989,2011,3,4,1,6,37,12.795072,0,0,2,0
3020,2011,3,4,0,0,26,12.725972,0,0,10,0
3033,2011,3,4,0,0,25,13.801447,0,0,3,0
3044,2011,1,4,1,0,11,16.820833,0,1,23,0
3057,2011,3,4,1,2,61,11.602753,0,1,0,0
3083,2011,2,4,0,1,64,13.581014,0,0,11,0
3114,2011,1,4,0,1,7,17.098846,0,0,6,1
3121,2011,3,4,0,1,29,13.152763,0,0,11,1
3139,2011,1,4,0,10,1,17.0375,0,0,23,1
3156,2011,3,4,0,0,0,14.206923,0,0,0,2
1052,2012,0,8,0,4,10,17.337536,0,0,16,0
1065,2012,1,14,0,0,26,13.572933,0,1,84,1
1154,2012,1,13,0,0,4,13.816376,0,0,29,0
1204,2012,0,13,0,4,5,13.843913,0,0,15,0
1225,2012,0,16,1,0,14,13.323478,0,1,7,0
1345,2012,1,12,0,5,1,13.620833,0,1,98,1
1409,2012,0,8,1,0,5,15.293055,0,0,33,1
1477,2012,0,10,1,15,2,15.811666,0,0,25,0
1555,2012,1,8,0,1,4,15.649275,0,1,60,0
1567,2012,0,8,1,1,2,16.931449,0,0,19,0
1581,2012,1,13,1,1,4,15.437746,0,0,20,1
1624,2012,1,8,0,0,0,17.332898,0,0,17,0
1639,2012,2,9,1,0,7,13.339565,0,0,42,0
1647,2012,0,7,0,0,2,13.763043,0,0,46,0
1649,2012,0,9,1,0,5,14.212753,0,0,10,0
1694,2012,1,7,1,0,3,15.36855,0,0,14,0
1776,2012,1,7,1,2,3,16.325492,0,0,80,1
1800,2012,0,7,1,0,7,12.827681,0,0,37,0
1887,2012,1,10,0,6,0,18.585,1,0,72,0
1898,2012,0,7,1,0,8,15.594788,0,1,58,1
2071,2012,1,7,0,4,0,7.532162,0,0,11,0
2140,2012,1,6,1,2,41,13.088115,0,1,33,0
2153,2012,1,9,0,6,3,3.430555,0,0,13,1
1246,2011,1,9,0,5,13,14.122777,0,0,28,1
1371,2011,0,11,0,0,8,16.040434,0,0,20,0
1385,2011,1,8,1,4,54,12.620138,0,1,48,0
1531,2011,1,7,1,2,2,18.274722,0,0,66,1
1545,2011,0,7,1,6,3,15.896388,0,1,4,0
1549,2011,1,8,0,8,20,15.353333,0,0,16,1
1587,2011,0,8,0,2,49,13.960789,0,0,22,0
1626,2011,3,7,0,0,32,15.177222,0,0,40,1
1639,2011,2,8,1,1,23,12.777101,0,0,38,0
1671,2011,0,15,0,2,23,13.161733,0,1,8,0
1681,2011,0,7,0,0,20,14.490869,0,0,7,0
1683,2011,1,6,1,1,11,13.899275,0,0,14,0
1712,2011,0,6,1,1,0,18.846666,1,0,35,1
1717,2011,0,7,1,0,2,18.644615,1,0,26,2
1760,2011,0,7,0,0,37,12.351884,0,0,5,0
1776,2011,1,6,1,2,8,16.666388,0,0,78,1
1784,2011,1,7,0,1,31,13.134637,0,0,24,0
1785,2011,0,6,1,0,5,15.109855,0,0,49,0
1842,2011,1,6,1,1,11,14.384637,0,0,7,0
1867,2011,1,6,1,2,2,17.175277,0,1,23,0
1922,2011,0,7,1,1,5,15.635507,0,0,6,0
1996,2011,1,6,0,1,36,13.667826,0,0,18,0
2121,2011,2,6,0,1,56,13.5232,0,0,29,0
2135,2011,3,5,0,4,61,12.990133,0,1,15,0
2139,2011,0,6,1,4,15,14.564637,0,0,21,0
2214,2011,1,6,0,0,20,15.235555,0,0,10,1
2218,2011,1,7,1,0,4,19.149615,1,0,42,1
2259,2011,3,5,1,2,7,15.0096,0,0,10,0
2265,2011,3,8,0,4,5,17.966538,0,0,6,2
2276,2011,3,6,0,3,14,15.368266,0,1,15,0
2306,2011,2,6,0,0,2,16.644615,0,0,15,1
2354,2011,3,6,1,4,35,12.685416,0,0,16,0
2435,2011,1,5,0,4,8,13.381884,0,0,27,0
2451,2011,1,5,1,14,0,17.583783,0,0,57,0
2455,2011,2,5,1,4,11,15.327368,0,1,34,0
2510,2011,1,5,0,0,13,15.674864,0,0,41,0
2523,2011,2,6,0,1,26,13.050277,0,0,2,0
2534,2011,1,4,1,0,23,13.967631,0,0,8,0
2550,2011,3,5,0,0,12,13.698684,0,0,3,0
2594,2011,3,7,0,4,17,13.072432,0,0,1,1
2627,2011,2,4,0,3,61,11.924057,0,1,16,0
2681,2011,3,5,1,3,0,8.736842,0,1,1,0
2704,2011,3,5,0,6,8,16.32,0,0,11,1
2705,2011,3,5,1,0,47,12.508115,0,1,5,0
2711,2011,0,5,0,4,31,13.478421,0,0,9,0
2823,2011,2,5,0,0,3,18.382692,0,0,26,0
2834,2011,1,5,0,3,27,13.553026,0,1,4,0
2873,2011,3,13,0,0,0,15.75,0,0,9,0
3318,2012,1,4,0,5,3,15.131111,0,0,70,1
3350,2012,1,4,0,8,3,17.013611,2,0,44,1
3353,2012,1,6,1,18,2,16.315277,2,0,42,1
3370,2012,1,10,0,0,3,16.381111,0,0,65,1
3372,2012,1,13,0,4,18,11.904084,0,1,4,0
3409,2012,1,6,0,0,0,0.798076,0,0,3,2
3410,2012,1,6,0,8,0,13.368333,0,1,39,1
3412,2012,1,7,0,1,0,18.8975,0,0,19,1
3447,2012,0,12,0,4,7,13.026197,0,0,48,1
3451,2012,3,13,0,0,22,11.8424,0,0,11,0
3458,2012,1,13,0,0,35,11.517464,0,0,5,0
3466,2012,1,15,1,1,0,13.823623,2,0,2,0
3475,2012,0,6,0,19,1,16.030277,2,1,26,1
3486,2012,1,6,0,0,3,17.287222,0,0,30,0
3492,2012,1,6,1,12,0,17.184444,2,0,56,1
3505,2012,1,9,1,10,2,14.450555,0,1,28,0
3506,2012,1,12,1,0,18,13.936197,0,0,7,1
3531,2012,2,4,0,0,2,16.2725,0,0,3,1
3543,2012,2,4,1,4,3,17.615,0,0,1,1
3598,2012,2,4,0,0,13,12.811594,0,0,12,0
3610,2012,3,4,0,2,0,15.75,0,1,1,0
3625,2012,3,4,0,4,3,13.531666,0,1,2,1
3690,2012,1,4,0,0,1,16.816756,0,0,23,0
3697,2012,2,4,1,1,10,12.711014,0,0,0,0
3705,2012,0,4,1,1,1,15.131944,0,1,4,0
3987,2012,1,4,0,20,0,15.75,0,0,5,0
1232,2013,0,10,1,15,15,14.611111,0,1,8,1
1309,2013,0,14,0,0,22,13.564189,0,0,12,1
1334,2013,2,14,0,0,21,12.140845,0,0,18,0
1477,2013,0,12,1,15,1,15.097222,0,0,21,0
1480,2013,1,14,0,1,14,13.521739,0,0,18,0
1549,2013,1,10,0,8,13,14.75,0,0,16,1
1587,2013,0,10,0,2,27,13.257246,0,0,24,0
1596,2013,0,9,0,19,5,15.979166,0,1,63,0
1616,2013,3,11,0,13,6,12.986111,0,0,123,1
1658,2013,1,11,1,0,3,16.1875,0,0,17,0
1670,2013,1,8,0,0,5,17.041666,0,0,58,0
1695,2013,1,8,0,4,0,16.791666,0,1,104,1
1742,2013,0,8,1,0,17,15.09,0,0,61,1
1750,2013,1,10,1,0,0,16.791666,0,0,98,1
1786,2013,1,5,1,1,12,14.62676,0,0,25,0
1913,2013,1,9,0,0,14,14.840277,0,0,22,1
1942,2013,1,8,0,0,15,15.756756,0,0,13,1
2074,2013,1,8,0,9,36,14.604166,0,0,34,1
2122,2013,1,8,1,1,2,13.541666,0,0,12,0
2123,2013,2,7,0,3,1,18.715277,1,1,57,1
2165,2013,0,16,1,4,4,15.057971,0,1,41,0
2193,2013,3,7,0,4,17,13.561594,0,0,28,0
2210,2013,1,9,1,10,7,14.854166,0,1,49,0
2252,2013,2,8,1,10,8,12.760869,0,1,23,0
1061,2011,2,8,1,3,7,14.904347,0,1,29,0
1075,2011,0,8,1,4,6,14.06,0,1,14,0
1089,2011,1,7,0,6,2,16.118648,0,0,38,1
1097,2011,0,8,1,10,28,12.976086,0,1,10,0
1141,2011,2,12,0,1,24,15.975,0,0,24,0
1151,2011,1,7,0,4,21,14.363623,0,0,32,0
1203,2011,1,7,1,6,8,15.549166,0,0,43,1
1252,2011,1,7,0,0,11,15.0075,0,0,56,1
1262,2011,2,7,1,0,16,16.9025,1,0,77,0
1287,2011,1,12,0,1,49,13.733472,0,0,27,1
1297,2011,1,12,0,0,24,13.857222,0,0,53,1
1324,2011,0,7,1,0,8,14.014347,0,0,28,0
1327,2011,0,8,1,1,71,12.863866,0,0,43,0
1436,2011,3,12,0,4,17,13.227681,0,0,30,0
1480,2011,1,12,0,0,28,13.988133,0,0,20,0
1490,2011,1,9,0,0,2,16.164864,0,0,26,0
1544,2011,0,8,0,0,28,12.9232,0,0,37,0
1581,2011,1,12,1,0,10,16.945,0,0,20,1
1646,2011,0,8,0,3,27,13.533478,0,1,20,0
1669,2011,0,7,0,0,46,12.862173,0,0,4,0
1677,2011,0,7,1,0,10,17.312028,1,0,34,0
1680,2011,3,7,0,5,4,17.266666,0,0,74,1
1699,2011,1,15,0,2,20,13.282463,0,1,15,0
1727,2011,1,6,1,5,10,16.354722,0,1,99,1
1741,2011,0,6,0,2,53,12.340724,0,1,36,0
1763,2011,1,7,1,4,5,17.301014,0,1,19,0
1865,2011,0,7,0,0,2,18.177777,0,1,53,0
1924,2011,3,7,0,0,85,11.972898,0,0,2,0
1950,2011,1,7,0,0,6,10.9596,0,0,3,0
2192,2011,3,5,0,1,21,13.6732,0,0,25,0
2195,2011,3,5,1,4,10,12.823478,0,1,34,0
2227,2011,3,5,1,0,1,18.133333,0,0,19,1
2228,2011,0,5,1,4,2,18.065,0,0,17,1
2294,2011,3,7,1,10,15,17.490769,0,1,10,2
2461,2011,1,7,0,0,1,18.166486,0,0,85,0
2476,2011,2,12,0,6,3,16.069342,0,1,55,0
2493,2011,1,5,0,0,10,15.434166,0,0,20,0
