ID,ANIO,NUCLEO_FAMILIAR,EDAD,SEXO,ZONA,CONDUCTA_INAPROPIADA,NOTA,TIPO,SEGURO,RETRASOS,NIVEL
1607,2016,0,13,1,1,22,14.963333,0,0,43,1
1706,2016,1,12,1,10,23,14.593023,2,1,17,1
1782,2016,1,11,1,5,17,15.006849,0,0,76,0
1943,2016,1,12,1,0,4,13.627906,0,1,22,0
2070,2016,0,12,0,8,10,16.413333,0,0,8,0
2218,2016,1,12,1,0,3,16.733333,1,0,38,1
2238,2016,1,10,1,0,14,13.922794,0,1,44,0
2310,2016,0,11,1,9,38,14.226666,0,0,64,1
2461,2016,1,12,0,1,3,17.017605,0,0,83,0
2653,2016,1,13,0,5,1,17.273333,0,0,61,1
2757,2016,1,9,0,13,8,15.273255,0,0,75,1
3163,2016,1,9,1,4,2,14.994444,0,0,9,0
3257,2016,1,8,0,13,8,15.819767,0,1,80,0
3271,2016,1,16,0,0,11,15.488636,0,0,32,0
3274,2016,1,9,1,5,2,15.674418,0,1,75,0
3275,2016,3,8,1,0,5,15.90909,0,1,6,1
3286,2016,1,8,1,4,2,16.331395,2,0,38,1
3303,2016,1,8,0,1,7,14.946969,0,0,47,1
3343,2016,3,8,0,0,7,13.645348,0,0,33,0
3356,2016,1,15,0,3,26,14.40909,0,1,45,1
3369,2016,1,11,0,5,5,15.373239,2,0,78,0
3449,2016,1,16,1,10,30,12.8125,0,1,23,1
3510,2016,2,8,0,0,39,12.92803,0,0,9,1
3522,2016,1,8,1,25,3,15.698863,0,0,2,0
3554,2016,1,9,1,15,10,14.74,0,1,19,0
3579,2016,1,9,0,0,2,16.883333,0,0,28,0
3587,2016,1,10,0,40,1,18.023255,1,0,74,1
3601,2016,1,9,0,17,18,13.628787,0,0,3,1
3614,2016,1,9,0,8,1,15.651162,0,0,67,0
3709,2016,1,7,1,10,14,16.093023,0,0,37,0
3726,2016,1,8,1,0,0,17.552325,0,0,22,1
3788,2016,1,10,0,9,4,15.866279,0,1,43,0
3794,2016,1,15,0,0,17,13.816176,0,0,50,1
3817,2016,1,9,0,1,1,16.461111,0,0,7,1
3830,2016,1,14,1,0,11,14.67647,0,0,23,1
3833,2016,1,9,1,7,2,14.977777,0,0,15,0
3891,2016,3,8,0,10,2,17.5,0,0,41,0
3325,2013,1,9,0,0,15,14.034722,0,0,32,1
3334,2013,1,4,0,0,6,14.566666,0,0,37,1
3387,2013,1,12,0,0,11,14.196666,0,0,24,0
3464,2013,1,6,0,19,0,15.942307,0,1,26,1
3469,2013,1,5,0,1,0,18.923076,2,0,22,2
3480,2013,0,5,0,1,22,13.13,0,0,19,1
3484,2013,1,5,0,2,8,14.01,0,1,17,1
3489,2013,3,5,1,0,22,13.736486,0,0,2,0
3505,2013,1,9,1,10,4,14.708333,0,1,28,0
3519,2013,1,5,0,2,20,13.942567,0,0,12,1
3533,2013,1,6,0,10,0,16.270833,2,1,28,1
3560,2013,2,6,0,0,4,14.32971,0,0,11,0
3565,2013,2,6,1,0,5,16.293333,2,1,10,0
3567,2013,1,6,0,0,11,13.256666,0,0,27,1
3573,2013,2,5,0,1,0,15.541666,0,0,23,1
3575,2013,1,9,0,10,4,15.222222,0,0,1,0
3589,2013,1,6,0,2,1,16.25,0,1,18,2
3606,2013,2,5,1,1,14,14.188405,0,0,16,0
3749,2013,1,4,0,6,0,17.442307,0,0,3,2
3752,2013,1,5,0,3,10,17.208333,0,1,18,0
3763,2013,1,7,1,1,7,15.625,0,0,21,0
3813,2013,0,7,0,2,2,16.381944,0,0,0,1
3832,2013,1,4,1,0,0,17.336538,0,0,12,1
3855,2013,1,6,1,10,1,17.277777,0,1,44,0
3864,2013,1,5,0,5,0,18.0,2,0,49,1
3871,2013,1,9,1,0,5,12.736111,0,0,6,1
3886,2013,0,4,1,0,0,8.557692,0,0,6,2
3910,2013,3,14,0,1,0,7.065972,0,0,1,0
3917,2013,1,13,1,0,5,15.12,0,0,5,0
3933,2013,0,6,1,0,0,17.173076,0,0,2,2
3935,2013,1,7,0,4,4,15.763888,0,0,27,0
3967,2013,1,6,0,13,0,17.461538,1,1,12,1
3971,2013,0,4,0,1,5,16.233333,0,0,13,0
3975,2013,1,4,0,4,2,13.763888,0,1,0,0
3985,2013,1,5,0,0,6,16.291666,0,1,39,0
3990,2013,1,4,1,10,11,14.708333,0,0,15,0
3992,2013,1,11,0,1,6,16.013888,0,0,42,1
4004,2013,2,4,1,3,0,11.601351,0,1,5,1
4015,2013,1,4,1,38,4,14.520833,2,1,25,0
4039,2013,2,4,1,1,0,17.403846,1,0,9,2
4048,2013,0,6,0,0,4,17.673611,0,0,4,0
4053,2013,2,4,0,6,14,15.527777,0,0,3,1
4079,2013,3,4,0,10,0,5.038461,0,1,3,2
4081,2013,3,4,1,0,1,14.222222,0,0,7,0
4083,2013,1,13,1,0,11,14.771126,0,0,4,1
4085,2013,1,4,0,0,0,17.346153,0,1,63,2
4091,2013,1,4,1,6,28,11.798611,0,0,6,0
4099,2013,2,4,0,0,0,15.826923,0,0,5,1
4133,2013,1,8,1,1,1,15.201388,0,0,35,1
3491,2015,1,7,0,10,1,14.8,2,1,32,1
3520,2015,1,7,0,0,19,13.24,0,0,7,0
3522,2015,1,7,1,25,9,16.340909,0,0,6,0
3549,2015,1,9,0,10,26,13.95,0,0,32,0
3586,2015,2,8,0,14,4,15.837209,0,0,26,0
3739,2015,1,6,0,5,4,16.261627,0,0,25,0
3765,2015,0,7,0,0,29,13.081081,0,0,28,1
3850,2015,1,9,0,8,5,17.529069,0,0,52,0
3864,2015,1,7,0,5,6,16.872093,2,0,51,1
3866,2015,1,6,1,0,0,16.673611,1,0,19,1
3868,2015,1,14,0,0,11,14.764705,0,0,36,1
3880,2015,1,16,0,1,20,14.279411,0,0,7,1
3882,2015,1,8,0,6,5,16.416666,0,0,8,0
3887,2015,1,15,1,0,7,15.719594,0,1,19,1
3890,2015,1,14,1,10,24,13.503378,0,1,4,1
3891,2015,3,7,0,10,1,17.616279,0,0,39,0
3968,2015,0,16,1,3,12,14.522388,0,1,14,1
3978,2015,1,6,0,0,6,16.848837,0,0,52,0
3985,2015,1,8,0,1,12,15.837209,0,1,39,0
3992,2015,1,13,0,1,19,15.0,0,0,42,1
4068,2015,1,8,1,0,5,16.607954,0,0,1,0
4084,2015,0,8,1,19,2,16.625,0,0,10,1
4095,2015,1,8,0,4,2,16.076388,2,1,4,2
4138,2015,1,6,0,0,17,12.243333,0,0,18,1
4156,2015,0,13,0,2,1,14.63,0,1,50,1
4160,2015,1,6,0,0,3,16.256944,0,0,24,2
4165,2015,1,6,1,15,3,15.166666,0,1,30,0
4171,2015,1,5,0,4,1,17.861111,0,0,7,2
4172,2015,1,7,0,0,6,15.142045,0,0,5,0
4187,2015,1,8,0,41,1,17.694444,0,0,43,0
4192,2015,3,12,0,4,1,16.286666,0,0,17,1
4217,2015,0,13,1,0,10,15.25,0,0,26,1
4228,2015,1,5,0,0,22,9.096666,0,0,11,1
4251,2015,0,13,0,0,4,14.373333,0,0,0,1
4254,2015,1,10,0,2,6,13.982954,0,0,18,0
4255,2015,1,7,0,28,1,17.988636,1,1,65,1
4266,2015,1,8,1,0,4,15.838888,0,0,54,0
4273,2015,1,13,1,0,6,15.576666,0,0,6,1
4276,2015,1,13,0,4,0,9.946666,0,0,3,1
4284,2015,1,9,0,0,20,14.588888,0,0,8,0
4287,2015,1,8,0,1,1,16.794444,0,0,11,0
4301,2015,1,13,1,3,21,13.493333,0,0,12,1
4318,2015,1,13,1,0,9,14.936666,0,0,16,1
4361,2015,1,10,1,0,3,15.703488,2,0,35,1
4371,2015,1,10,0,1,3,15.0,0,0,19,1
4396,2015,0,14,0,4,18,13.003333,0,0,12,1
4414,2015,3,4,0,6,22,12.17803,0,0,3,1
4418,2015,0,5,0,3,13,16.104166,2,1,3,2
1071,2014,0,11,1,0,20,12.699275,0,0,12,0
1309,2014,0,15,0,0,10,14.314285,0,0,12,1
1485,2014,1,13,0,5,4,15.423611,0,0,89,0
1490,2014,1,12,0,0,6,14.590277,0,0,26,0
1563,2014,1,15,0,1,8,15.183333,0,0,101,1
1607,2014,0,11,1,0,7,14.833333,0,0,37,1
1742,2014,0,10,1,0,14,15.69,0,0,57,1
1821,2014,0,10,0,4,16,14.167857,0,0,18,1
1862,2014,0,10,0,3,27,13.054347,0,0,6,0
2110,2014,1,11,0,1,10,15.756944,0,0,57,0
2163,2014,1,9,0,30,6,16.555555,0,0,34,0
2476,2014,2,15,0,6,7,16.199275,0,1,53,0
2478,2014,2,10,1,4,1,15.79054,0,0,22,1
2495,2014,1,9,1,6,17,14.796052,0,1,22,1
2496,2014,1,10,1,10,5,15.513888,2,0,28,1
2542,2014,2,11,0,5,12,15.722222,0,0,15,1
2546,2014,1,7,1,10,1,17.75,0,1,70,1
2711,2014,0,8,0,4,7,14.336956,0,0,9,0
2712,2014,2,9,1,0,10,14.918918,0,0,20,1
2740,2014,2,10,1,0,3,15.430555,0,0,34,0
2837,2014,1,7,0,0,7,15.784722,0,0,22,0
2900,2014,1,8,0,1,2,17.076388,0,0,18,1
2908,2014,3,8,0,0,9,15.611111,0,0,10,0
3032,2014,3,7,1,3,20,15.164285,0,1,4,1
3038,2014,1,7,1,0,16,14.686666,0,0,23,1
3136,2014,1,9,1,1,28,14.979166,0,0,3,0
3138,2014,1,7,0,4,31,12.990131,0,0,18,1
3163,2014,1,7,1,4,3,14.236486,0,0,7,0
3258,2014,1,5,0,0,3,15.861111,2,0,29,1
3274,2014,1,8,1,5,0,16.229166,0,1,75,0
3275,2014,3,7,1,0,2,16.546666,0,1,12,1
3303,2014,1,6,0,1,14,13.456666,0,0,43,1
3325,2014,1,11,0,0,27,13.826388,0,0,32,1
3338,2014,1,14,0,3,10,14.126666,0,1,7,1
3381,2014,1,14,0,0,18,13.26,0,0,5,1
3383,2014,1,15,0,4,8,16.5,0,1,9,0
3388,2014,1,8,1,0,5,16.256944,0,0,26,0
3430,2014,1,5,0,0,2,17.75,0,0,6,0
3434,2014,1,14,0,4,13,13.693333,0,0,11,1
3459,2014,1,5,1,0,2,16.288461,0,0,81,0
3474,2014,3,9,0,37,5,14.666666,1,0,66,1
3485,2014,2,11,1,1,6,14.0,0,1,10,1
3491,2014,1,5,0,10,8,16.666666,2,1,30,1
3499,2014,2,15,1,0,12,14.471014,0,0,19,0
3940,2016,1,14,1,1,4,16.709302,2,0,33,1
3985,2016,1,9,0,0,5,16.088888,0,0,39,0
4136,2016,1,6,0,1,14,13.930232,1,0,26,1
4137,2016,1,6,0,4,34,12.94,0,0,28,1
4144,2016,1,6,0,5,0,17.267441,0,0,16,0
4155,2016,1,8,0,0,0,17.238372,0,0,35,0
4160,2016,1,6,0,0,2,15.798611,0,0,26,2
4165,2016,1,7,1,15,1,15.151162,0,1,30,0
4173,2016,1,6,1,0,3,16.477777,0,0,35,0
4180,2016,1,6,0,0,5,17.72093,0,0,56,0
4212,2016,1,6,0,0,0,17.308139,1,1,46,1
4217,2016,0,13,1,0,9,15.037671,0,0,22,1
4226,2016,1,6,0,10,17,13.972602,0,1,11,1
4283,2016,1,9,1,3,0,15.773255,0,1,50,1
4308,2016,1,15,0,1,22,14.356617,0,0,25,1
4314,2016,1,12,1,8,7,15.81,2,0,53,0
4361,2016,1,11,1,0,2,15.523255,2,0,37,1
4388,2016,1,9,0,30,6,13.761627,0,0,10,0
4399,2016,1,5,1,10,1,16.277777,2,1,16,2
4446,2016,1,11,1,1,3,15.587209,0,1,26,0
4468,2016,0,15,0,0,21,13.55147,0,0,14,1
4479,2016,1,14,1,4,18,14.712328,2,0,7,0
4482,2016,1,8,0,0,0,16.703488,0,0,4,0
4489,2016,0,6,1,0,13,15.895833,0,0,7,2
4559,2016,1,7,0,20,1,15.72159,0,0,0,0
4564,2016,1,5,1,1,16,14.610465,0,0,3,0
4568,2016,1,6,0,0,2,15.840277,2,0,41,2
4602,2016,0,8,0,10,0,16.947674,0,0,3,0
4615,2016,2,5,1,4,1,16.916666,0,1,2,2
4618,2016,1,6,0,10,2,15.892045,0,1,9,0
4624,2016,1,5,1,14,0,16.743055,0,0,32,2
4632,2016,1,14,1,1,1,18.068181,0,1,12,0
4637,2016,1,5,1,4,0,16.902777,0,0,4,2
4641,2016,1,13,1,20,5,15.18,0,0,6,1
4658,2016,1,10,1,0,4,15.622222,2,0,26,1
4685,2016,1,14,1,1,12,15.65,2,1,0,0
4724,2016,1,14,0,0,3,16.49,0,0,44,1
4734,2016,1,7,0,0,7,15.528409,0,0,9,0
4747,2016,1,7,0,4,12,16.1875,0,0,1,2
4748,2016,1,11,1,25,3,14.656976,0,0,7,0
4754,2016,1,7,1,0,4,15.193181,0,0,5,0
4786,2016,1,5,0,2,19,13.92,2,1,12,0
4814,2016,1,10,0,5,1,15.855555,0,0,34,0
4838,2016,1,5,0,0,0,16.227272,0,0,3,0
4844,2016,1,5,0,0,0,5.075757,0,0,2,1
5882,2016,1,15,1,0,5,15.400684,0,0,21,0
5883,2016,1,6,0,19,3,14.831395,1,0,17,1
5887,2016,1,5,0,1,2,16.889534,0,0,25,0
5888,2016,2,4,1,19,4,16.774647,0,0,38,0
5895,2016,1,12,0,4,13,13.820422,0,1,17,0
5912,2016,3,4,1,3,3,16.777777,0,1,12,2
5913,2016,1,5,1,4,0,16.340277,0,0,4,2
5938,2016,1,10,0,14,1,15.389534,2,0,7,1
5941,2016,1,7,0,35,4,18.056818,0,1,19,0
5946,2016,1,8,0,1,0,17.447674,2,0,34,1
4425,2015,1,4,0,1,19,14.272727,0,1,22,1
4449,2015,3,5,1,1,7,13.673333,0,0,18,1
4453,2015,2,5,0,0,45,13.196666,0,0,12,1
4456,2015,1,5,0,0,3,10.943333,0,0,6,1
4457,2015,1,13,1,10,14,12.97,0,1,15,0
4464,2015,1,5,0,2,30,11.896666,0,1,4,0
4471,2015,1,5,1,6,64,12.693333,0,1,6,1
4475,2015,1,5,0,10,10,17.222222,2,0,39,1
4477,2015,0,5,1,0,2,16.91279,0,0,3,0
4480,2015,0,8,1,0,2,16.355555,0,0,40,0
4484,2015,0,5,1,0,13,12.753333,0,0,2,1
4494,2015,1,4,0,13,28,13.549295,0,0,8,1
4503,2015,0,8,1,4,3,17.511111,0,0,5,1
4526,2015,1,5,0,3,58,12.403333,0,0,3,1
4558,2015,1,5,1,4,15,13.83582,0,0,6,1
4569,2015,1,4,1,25,2,16.292857,2,0,39,2
4596,2015,1,4,0,35,0,15.738372,0,0,47,0
4598,2015,1,4,0,0,0,17.093023,0,1,10,0
4610,2015,1,4,1,1,6,15.866279,0,1,10,0
4628,2015,1,11,1,10,8,16.401408,0,1,34,1
4641,2015,1,12,1,20,6,14.746478,0,0,8,1
4642,2015,1,4,1,6,0,13.272222,0,0,1,0
4644,2015,1,6,0,4,1,16.145348,2,0,10,1
4654,2015,1,4,0,0,0,16.15,2,0,17,2
4660,2015,1,7,1,2,1,16.831395,0,0,2,0
4673,2015,0,4,0,0,1,16.728571,0,0,22,2
4685,2015,1,13,1,1,13,15.010563,2,1,6,0
4699,2015,1,17,1,6,3,17.590909,0,0,9,1
4703,2015,1,12,1,0,11,9.073943,0,0,1,1
4722,2015,1,6,1,13,1,14.825581,2,0,15,1
4754,2015,1,6,1,0,13,15.198863,0,0,3,0
4755,2015,1,13,0,0,25,13.841549,0,1,12,1
4775,2015,1,4,0,6,5,16.455882,2,0,18,2
4776,2015,1,5,1,0,11,16.5,0,0,11,2
4780,2015,0,13,1,20,35,13.764084,0,0,40,1
4786,2015,1,4,0,2,15,14.419014,2,1,10,0
4787,2015,1,4,0,3,2,16.201388,0,1,5,2
4798,2015,0,8,0,1,0,16.911111,0,0,16,0
4801,2015,0,4,1,0,3,16.380681,0,0,4,0
4805,2015,1,4,0,0,1,16.585227,1,0,9,1
4810,2015,0,4,0,0,7,15.922222,0,0,4,0
4832,2015,0,4,1,6,4,9.21,0,1,4,1
4838,2015,1,4,0,0,9,15.40909,0,0,1,0
4849,2015,0,4,1,2,1,14.7,0,1,8,1
4850,2015,0,15,1,3,24,13.569852,0,0,5,1
1485,2016,1,14,0,5,8,14.605633,0,1,93,0
2127,2016,1,11,1,0,8,14.513698,0,0,18,1
2270,2016,1,14,1,5,5,15.37,0,0,72,1
5959,2016,2,11,0,27,33,15.15845,0,0,5,0
5982,2016,1,4,1,1,3,16.321428,2,0,27,2
5993,2016,1,7,1,3,0,15.052325,0,1,5,0
5995,2016,1,12,1,0,9,14.274647,0,1,24,0
6016,2016,1,15,0,0,20,13.297794,0,0,4,0
6024,2016,1,12,0,10,46,14.714788,0,1,11,0
6030,2016,0,15,0,1,10,14.713333,0,0,20,0
6042,2016,1,6,0,0,0,16.831395,0,1,31,0
6057,2016,1,8,1,1,0,14.372093,0,0,20,0
6075,2016,1,12,1,10,13,13.288732,0,0,13,0
6100,2016,1,9,0,0,8,16.005555,0,0,2,0
6102,2016,0,11,1,38,1,16.494186,0,0,8,0
6113,2016,1,4,1,0,4,16.039772,2,0,13,1
6114,2016,1,5,0,42,0,16.638888,0,0,8,0
6115,2016,0,4,0,1,13,12.830882,0,1,2,0
6119,2016,1,4,1,4,0,16.692857,0,1,4,2
6143,2016,0,6,0,6,0,16.164285,1,0,23,2
6157,2016,0,4,0,13,1,16.235714,1,0,24,2
6169,2016,0,7,0,0,4,14.895348,0,0,1,0
6185,2016,3,4,1,41,0,15.75,0,1,5,2
6190,2016,1,4,0,1,0,16.168604,0,0,0,0
6196,2016,1,17,0,0,31,12.787878,0,0,0,0
6203,2016,1,12,0,1,0,14.918604,0,0,19,1
1574,2017,1,13,0,3,8,14.735294,0,1,75,1
1680,2017,3,13,0,5,7,16.30147,0,0,76,1
1782,2017,1,13,1,5,11,14.599264,0,0,76,0
2481,2017,1,13,0,15,7,14.006756,0,0,58,0
2494,2017,1,13,1,5,5,16.067567,0,0,72,0
2518,2017,1,14,1,2,3,15.047794,0,1,75,1
2585,2017,1,11,0,8,12,15.333333,0,0,10,0
2871,2017,1,11,0,10,0,16.115384,0,1,18,0
2900,2017,1,12,0,1,1,16.205128,0,0,22,1
3067,2017,1,11,1,0,1,15.897435,0,0,36,0
3076,2017,2,10,0,0,2,17.272727,0,0,32,1
3138,2017,1,9,0,4,8,12.507575,0,0,18,1
3333,2017,1,8,0,0,0,16.916666,0,0,28,1
3410,2017,1,11,0,8,0,15.339743,0,1,41,1
3414,2017,1,15,0,0,2,16.79452,1,1,56,0
3426,2017,1,9,0,28,13,15.474358,0,0,5,1
3442,2017,1,10,1,5,3,16.083333,0,0,78,1
3464,2017,1,11,0,19,2,15.820512,0,1,24,1
3492,2017,1,11,1,12,4,15.955128,2,0,58,1
3717,2017,0,9,1,0,2,15.84375,0,0,15,2
3723,2017,1,9,1,10,7,16.173076,0,1,18,0
3732,2017,1,16,0,0,1,15.765151,0,0,45,1
3747,2017,1,9,0,0,33,13.073529,0,0,3,1
3752,2017,1,10,0,3,8,15.621794,0,0,18,0
3530,2014,2,7,1,0,8,13.076086,0,0,4,0
3539,2014,1,14,0,0,13,12.876666,0,0,22,1
3578,2014,1,7,1,6,8,15.07971,0,0,7,0
3603,2014,2,7,0,4,2,16.067567,0,1,6,1
3668,2014,2,6,0,0,16,13.202898,0,0,12,0
3717,2014,0,6,1,0,1,16.855769,0,0,13,2
3731,2014,1,14,1,1,5,13.644736,0,0,24,1
3736,2014,1,5,0,2,0,16.666666,2,1,8,0
3740,2014,1,6,0,0,8,15.618421,0,0,7,1
3754,2014,2,5,1,1,0,17.298076,0,0,16,2
3772,2014,1,13,0,1,7,13.753289,0,0,12,1
3780,2014,1,7,0,4,17,14.384868,0,0,30,1
3808,2014,1,13,1,0,0,16.947368,0,0,38,0
3866,2014,1,4,1,0,0,16.903846,1,0,15,1
3905,2014,1,13,0,4,27,14.157894,0,1,1,1
3928,2014,0,13,0,0,41,13.832236,0,0,22,0
3929,2014,1,8,1,5,27,15.6875,0,0,42,0
3931,2014,1,11,1,1,6,14.326388,0,0,18,1
3964,2014,1,8,1,0,0,16.777027,0,0,2,0
3968,2014,0,15,1,3,5,15.325,0,1,16,1
3975,2014,1,5,0,4,1,14.081081,0,1,0,0
3990,2014,1,5,1,10,12,14.048611,0,0,21,0
4039,2014,2,5,1,1,0,17.576923,1,0,9,2
4070,2014,1,5,1,1,10,14.813333,0,0,8,1
4071,2014,1,5,0,19,1,16.192307,0,0,2,0
4134,2014,1,4,0,0,0,19.346153,0,0,32,2
4151,2014,2,4,0,4,0,18.721153,2,0,31,2
4163,2014,1,5,0,10,9,16.722222,0,1,12,0
4169,2014,1,5,1,5,1,16.951388,0,0,37,0
4170,2014,1,6,1,1,0,17.645833,0,1,47,0
4172,2014,1,5,0,0,0,17.875,0,0,5,0
4187,2014,1,7,0,41,0,17.298611,0,0,45,0
4203,2014,1,4,1,15,0,16.29054,0,0,28,0
4205,2014,1,4,1,6,3,16.105769,0,0,10,0
4207,2014,1,4,0,5,0,19.317307,2,0,36,1
4211,2014,1,4,0,0,7,17.64423,2,1,47,1
4212,2014,1,4,0,0,12,17.270833,1,0,44,1
4218,2014,0,12,1,0,22,13.298611,0,0,18,1
4227,2014,1,12,0,0,11,14.618055,0,0,40,1
4233,2014,1,4,1,5,6,17.125,0,1,10,0
4242,2014,3,4,0,1,1,11.430555,0,0,0,1
4263,2014,1,11,1,4,7,15.482638,0,0,12,1
4268,2014,1,14,0,10,32,12.190789,0,1,7,0
4280,2014,1,14,0,0,14,12.9,0,0,3,1
4290,2014,3,14,0,0,37,11.40625,0,0,10,0
4301,2014,1,12,1,3,26,13.347222,0,1,10,1
2617,2016,1,9,0,13,3,15.802325,1,0,84,1
2672,2016,1,10,0,29,5,14.983333,0,0,8,1
2864,2016,1,11,0,0,8,15.091549,0,0,51,0
2917,2016,0,10,1,2,13,14.99315,0,1,35,1
3064,2016,1,8,0,16,2,16.075581,0,1,86,0
3088,2016,1,12,0,5,13,15.331395,0,0,14,0
3102,2016,1,8,1,0,2,15.866666,0,0,36,1
3268,2016,1,11,1,0,1,15.331395,0,0,0,0
3300,2016,1,9,1,0,4,15.926136,0,0,75,0
3410,2016,1,10,0,8,0,14.936046,0,0,37,1
3435,2016,1,13,0,27,9,15.286666,0,1,10,1
3474,2016,3,11,0,37,5,14.953488,1,0,66,1
3516,2016,1,15,1,0,52,12.765151,0,0,8,1
3527,2016,1,8,1,3,13,14.404929,0,0,19,0
3747,2016,1,8,0,1,22,13.534246,0,0,7,1
3770,2016,1,7,0,3,3,15.566666,0,1,28,0
3777,2016,1,12,1,10,2,17.021126,0,0,26,0
3787,2016,1,16,1,6,6,15.25,0,0,11,1
3838,2016,1,9,1,20,2,16.72093,0,0,57,1
3914,2016,1,16,1,3,27,14.463235,0,0,4,1
3916,2016,1,16,1,0,22,13.036764,0,0,9,1
3962,2016,1,8,1,0,3,15.734848,0,0,38,1
3966,2016,1,13,0,4,37,13.99,0,0,28,1
3987,2016,1,7,0,20,5,14.711111,0,0,5,0
4001,2016,1,6,1,14,5,15.872093,0,0,23,0
4009,2016,1,6,1,35,11,14.290697,0,0,18,0
4027,2016,1,8,0,9,3,17.203488,0,0,45,1
4051,2016,2,14,0,2,14,14.327205,0,1,17,1
4068,2016,1,9,1,0,7,15.579545,0,0,3,0
4117,2016,1,7,0,36,7,15.947674,0,0,9,0
4152,2016,1,7,0,4,0,17.69186,0,0,9,1
4157,2016,1,14,1,3,8,15.222602,0,1,29,1
4169,2016,1,7,1,5,1,16.866279,0,0,33,0
4181,2016,1,10,0,0,2,15.455555,0,0,32,0
4182,2016,1,6,0,1,0,16.186046,0,0,6,0
4202,2016,1,8,0,38,2,16.744444,0,1,33,0
4209,2016,1,11,0,0,3,14.872093,0,0,21,0
4218,2016,0,15,1,0,12,13.335616,0,0,18,1
4239,2016,1,6,1,0,1,17.227777,0,0,15,0
4266,2016,1,9,1,0,3,16.180232,0,0,56,0
4281,2016,1,14,0,6,23,13.578767,0,0,22,1
4296,2016,0,6,0,0,3,15.982558,0,0,1,1
4320,2016,1,10,1,0,3,15.267441,2,0,20,1
4331,2016,0,13,1,10,24,13.773972,0,1,4,1
4356,2016,1,14,1,4,18,13.59589,0,0,9,1
4365,2016,1,8,0,1,4,13.866279,0,1,30,0
4378,2016,1,14,0,0,5,14.808219,0,0,15,1
4345,2014,1,6,1,2,1,17.951923,0,0,7,2
4359,2014,2,13,1,4,1,16.815972,0,1,15,1
4382,2014,1,8,0,3,6,14.5,0,0,16,0
4384,2014,0,4,0,1,4,17.576923,2,0,3,2
4392,2014,1,7,0,1,1,16.833333,2,0,65,1
4394,2014,1,6,1,10,3,18.365384,0,1,4,1
4423,2014,0,4,0,1,3,16.0,0,0,4,0
4426,2014,1,13,0,0,16,14.423611,0,0,51,0
4443,2014,0,5,1,13,1,17.125,0,1,0,0
4444,2014,3,4,1,1,7,12.342857,0,0,1,0
4446,2014,1,9,1,0,0,17.263888,0,1,24,0
4451,2014,2,12,0,1,8,13.284722,0,0,58,1
4452,2014,1,14,1,6,2,15.883333,0,0,6,1
4463,2014,3,4,0,3,2,17.605769,0,0,1,2
4471,2014,1,4,1,6,41,13.104166,0,0,4,1
4475,2014,1,4,0,10,6,17.086538,2,0,37,1
4483,2014,3,4,0,4,2,16.461538,0,0,1,2
4489,2014,0,4,1,1,14,17.240384,0,0,11,2
4512,2014,1,4,1,0,11,14.446666,0,0,4,0
4556,2014,1,14,1,0,4,14.506756,0,0,13,1
1060,2015,1,16,0,0,31,13.601351,0,0,17,1
1090,2015,1,12,0,2,8,14.17647,0,1,35,0
1253,2015,0,12,0,0,7,15.488636,0,0,91,1
1320,2015,1,11,0,0,34,14.242957,0,1,28,0
1348,2015,1,12,0,0,18,13.658783,0,0,26,1
1459,2015,1,12,1,1,11,14.479729,0,0,12,1
1553,2015,1,11,0,0,1,16.878378,0,0,102,1
1568,2015,1,12,1,4,12,13.868243,0,0,53,1
1616,2015,3,13,0,13,5,13.78169,0,0,119,1
1664,2015,1,11,0,1,4,15.72159,0,0,59,0
1781,2015,1,10,1,3,26,14.404929,0,1,127,0
2075,2015,1,12,0,0,2,17.122093,2,1,99,1
2122,2015,1,10,1,0,6,13.90909,0,0,10,0
2149,2015,3,12,0,12,9,15.90909,0,0,12,0
2210,2015,1,11,1,10,7,14.380681,0,0,49,0
2218,2015,1,11,1,1,0,16.16279,1,0,38,1
2542,2015,2,12,0,5,13,15.46,0,0,17,1
2907,2015,3,9,0,0,23,14.27985,0,0,54,0
2910,2015,0,9,1,0,20,14.537313,0,1,42,1
2917,2015,0,9,1,2,11,15.5,0,1,39,1
2942,2015,3,9,0,3,5,16.884328,0,1,6,1
3049,2015,1,8,0,0,5,15.777777,2,0,13,1
3061,2015,1,8,0,0,4,15.697674,0,1,30,0
3103,2015,1,9,1,4,6,14.034883,0,0,30,1
3104,2015,1,8,1,3,13,14.696666,0,0,3,1
3255,2015,1,14,1,6,6,15.981617,0,1,24,0
3270,2015,1,9,1,11,8,17.073863,2,0,36,1
3279,2015,2,8,0,0,13,14.080882,0,0,12,1
3286,2015,1,7,1,4,2,16.861111,2,0,42,1
3340,2015,3,7,1,0,3,16.261627,0,0,25,1
3766,2017,1,9,1,8,0,16.230769,0,0,11,0
3787,2017,1,17,1,6,10,15.348484,0,0,7,1
3788,2017,1,11,0,9,13,15.135714,0,0,43,0
3793,2017,1,16,0,1,2,15.575757,0,0,21,1
3836,2017,1,16,0,0,9,13.859848,0,0,19,1
3837,2017,1,16,0,1,16,13.935606,0,0,4,1
3850,2017,1,11,0,8,1,16.25,0,1,52,0
3862,2017,1,11,0,2,4,16.26923,0,0,60,0
3865,2017,1,14,0,0,26,14.171232,0,1,52,1
3881,2017,1,11,1,13,4,15.724358,0,0,45,0
